job_uid,skill_raw,skill_normalized,skill_source
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,POP,pop,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Decision-making,decision-making,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Testing,testing,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Data Management,data management,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Distribution,distribution,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Data Analysis,data analysis,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Database,database,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Mentorship,mentorship,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Coaching,coaching,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Clarity,clarity,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Regulatory Reporting,regulatory reporting,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Project Documentation,project documentation,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Service Level,service level,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Enterprise Information Management,enterprise information management,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Strategic Analysis,strategic analysis,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Financial Analysis,financial analysis,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Interfaces,interfaces,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Team Leadership,team leadership,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Microsoft Excel,microsoft excel,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,SQL,sql,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Microsoft Power BI,microsoft power bi,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Reporting,reporting,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,RDBMS,rdbms,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Software Development Methodology,software development methodology,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Finance,finance,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Economics,economics,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Mathematics,mathematics,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Computer Science,computer science,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Information Systems,information systems,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Supervision,supervision,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Program Evaluation,program evaluation,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Management,management,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Python,python,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,PySpark,pyspark,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Communication,communication,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Presentations,presentations,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Analytics,analytics,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Intranet,intranet,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Health Care,health care,skills
dice_f0ac8256-2fb1-4c82-8bd0-5b834432dcb2,Access Control,access control,skills
dice_94986c43-7d05-4e2f-ab78-f6765ebc1232,ICE,ice,skills
dice_94986c43-7d05-4e2f-ab78-f6765ebc1232,Insurance,insurance,skills
dice_94986c43-7d05-4e2f-ab78-f6765ebc1232,Life Insurance,life insurance,skills
dice_94986c43-7d05-4e2f-ab78-f6765ebc1232,Testing,testing,skills
dice_94986c43-7d05-4e2f-ab78-f6765ebc1232,Mechanical Engineering,mechanical engineering,skills
dice_94986c43-7d05-4e2f-ab78-f6765ebc1232,Schematics,schematics,skills
dice_94986c43-7d05-4e2f-ab78-f6765ebc1232,Policies and Procedures,policies and procedures,skills
dice_94986c43-7d05-4e2f-ab78-f6765ebc1232,Repair,repair,skills
dice_94986c43-7d05-4e2f-ab78-f6765ebc1232,English,english,skills
dice_94986c43-7d05-4e2f-ab78-f6765ebc1232,Electrical Engineering,electrical engineering,skills
dice_94986c43-7d05-4e2f-ab78-f6765ebc1232,SAP,sap,skills
dice_94986c43-7d05-4e2f-ab78-f6765ebc1232,Maintenance Management,maintenance management,skills
dice_94986c43-7d05-4e2f-ab78-f6765ebc1232,CMMS,cmms,skills
dice_94986c43-7d05-4e2f-ab78-f6765ebc1232,Distribution,distribution,skills
dice_94986c43-7d05-4e2f-ab78-f6765ebc1232,SAFE,safe,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Innovation,innovation,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Software Engineering,software engineering,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Switches,switches,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Prototyping,prototyping,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Interfaces,interfaces,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Mobile Payments,mobile payments,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Apache Velocity,apache velocity,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,React Native,react native,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Change Request Management,change request management,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Node.js,node.js,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Customer Service,customer service,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Expect,expect,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Consumer Goods,consumer goods,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,FOCUS,focus,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Scalability,scalability,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Optimization,optimization,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Large Language Models (LLMs),large language models (llms),skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Research,research,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Publications,publications,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Python,python,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,TypeScript,typescript,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Software Development,software development,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Agile,agile,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Amazon Web Services,amazon web services,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Artificial Intelligence,artificial intelligence,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Vector Databases,vector databases,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Prompt Engineering,prompt engineering,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,LangChain,langchain,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,UI,ui,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,User Experience,user experience,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Frontend Development,frontend development,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,React.js,react.js,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Immigration,immigration,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Employment Authorization,employment authorization,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Elasticsearch,elasticsearch,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Management,management,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Regulatory Compliance,regulatory compliance,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Law,law,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Screening,screening,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Technical Support,technical support,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Recruiting,recruiting,skills
dice_30ec53d9-b49c-41d0-88bf-f42e6a788a59,Finance,finance,skills
dice_64357e6d-fab7-4231-9499-bb3fe6f19675,Data Engineering,data engineering,skills
dice_64357e6d-fab7-4231-9499-bb3fe6f19675,ETL,etl,skills
dice_64357e6d-fab7-4231-9499-bb3fe6f19675,SQL,sql,skills
dice_64357e6d-fab7-4231-9499-bb3fe6f19675,Pyhton,pyhton,skills
dice_64357e6d-fab7-4231-9499-bb3fe6f19675,Java,java,skills
dice_64357e6d-fab7-4231-9499-bb3fe6f19675,Scala,scala,skills
dice_64357e6d-fab7-4231-9499-bb3fe6f19675,MPP,mpp,skills
dice_64357e6d-fab7-4231-9499-bb3fe6f19675,Massively Parallel Processing,massively parallel processing,skills
dice_64357e6d-fab7-4231-9499-bb3fe6f19675,Snowflake,snowflake,skills
dice_64357e6d-fab7-4231-9499-bb3fe6f19675,Databricks,databricks,skills
dice_64357e6d-fab7-4231-9499-bb3fe6f19675,Bigquery,bigquery,skills
dice_64357e6d-fab7-4231-9499-bb3fe6f19675,Airflow,airflow,skills
dice_64357e6d-fab7-4231-9499-bb3fe6f19675,API,api,skills
dice_64357e6d-fab7-4231-9499-bb3fe6f19675,GraphQL,graphql,skills
dice_64357e6d-fab7-4231-9499-bb3fe6f19675,Data Modeling,data modeling,skills
dice_64357e6d-fab7-4231-9499-bb3fe6f19675,OLTP,oltp,skills
dice_64357e6d-fab7-4231-9499-bb3fe6f19675,OLAP,olap,skills
dice_64357e6d-fab7-4231-9499-bb3fe6f19675,Data Warehousing,data warehousing,skills
dice_64357e6d-fab7-4231-9499-bb3fe6f19675,Scrum,scrum,skills
dice_64357e6d-fab7-4231-9499-bb3fe6f19675,Agile,agile,skills
dice_bd2c32cc-e35e-457f-bab5-412cb6c89423,Litigation,litigation,skills
dice_bd2c32cc-e35e-457f-bab5-412cb6c89423,Training,training,skills
dice_bd2c32cc-e35e-457f-bab5-412cb6c89423,Mentorship,mentorship,skills
dice_bd2c32cc-e35e-457f-bab5-412cb6c89423,Facilitation,facilitation,skills
dice_bd2c32cc-e35e-457f-bab5-412cb6c89423,Structural Engineering,structural engineering,skills
dice_bd2c32cc-e35e-457f-bab5-412cb6c89423,Mechanical Engineering,mechanical engineering,skills
dice_bd2c32cc-e35e-457f-bab5-412cb6c89423,Electrical Engineering,electrical engineering,skills
dice_bd2c32cc-e35e-457f-bab5-412cb6c89423,Failure Analysis,failure analysis,skills
dice_bd2c32cc-e35e-457f-bab5-412cb6c89423,Technical Writing,technical writing,skills
dice_bd2c32cc-e35e-457f-bab5-412cb6c89423,Microsoft Word,microsoft word,skills
dice_bd2c32cc-e35e-457f-bab5-412cb6c89423,Microsoft Excel,microsoft excel,skills
dice_bd2c32cc-e35e-457f-bab5-412cb6c89423,Microsoft Outlook,microsoft outlook,skills
dice_bd2c32cc-e35e-457f-bab5-412cb6c89423,Microsoft PowerPoint,microsoft powerpoint,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,DevOps,devops,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Emerging Technologies,emerging technologies,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Testing,testing,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Software Engineering,software engineering,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Scalability,scalability,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Mentorship,mentorship,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Innovation,innovation,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Collaboration,collaboration,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Teamwork,teamwork,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Scripting,scripting,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,SQL Azure,sql azure,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Orchestration,orchestration,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Git,git,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Microsoft Windows,microsoft windows,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Python,python,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Windows PowerShell,windows powershell,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Shell Scripting,shell scripting,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Microsoft,microsoft,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Amazon Web Services,amazon web services,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Microsoft Azure,microsoft azure,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Cloud Computing,cloud computing,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Agile,agile,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Cyber Security,cyber security,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Risk Management,risk management,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Immigration,immigration,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Employment Authorization,employment authorization,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Elasticsearch,elasticsearch,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Management,management,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Regulatory Compliance,regulatory compliance,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Law,law,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Screening,screening,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Technical Support,technical support,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Recruiting,recruiting,skills
dice_19cda2d3-39c0-4199-9999-5256e0876f1c,Finance,finance,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Finance,finance,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Management,management,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Artificial Intelligence,artificial intelligence,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Firewall,firewall,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Network Security,network security,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Expect,expect,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Apache Velocity,apache velocity,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Software Development,software development,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Accountability,accountability,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,IT Management,it management,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Collaboration,collaboration,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Product Management,product management,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Quality Assurance,quality assurance,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Cloud Security,cloud security,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Product Development,product development,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Scalability,scalability,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Systems Design,systems design,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Innovation,innovation,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Mentorship,mentorship,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Analytical Skill,analytical skill,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Problem Solving,problem solving,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Conflict Resolution,conflict resolution,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Golang,golang,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Python,python,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,NoSQL,nosql,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,SQL,sql,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Graph Databases,graph databases,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Message Queues,message queues,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Apache Kafka,apache kafka,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,RabbitMQ,rabbitmq,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Backend Development,backend development,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Database,database,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Docker,docker,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Kubernetes,kubernetes,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Terraform,terraform,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Continuous Integration,continuous integration,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Continuous Delivery,continuous delivery,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Microservices,microservices,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Network Design,network design,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Load Balancing,load balancing,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,TCP/IP,tcp/ip,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Computer Networking,computer networking,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Cloud Computing,cloud computing,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Microsoft Azure,microsoft azure,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Amazon Web Services,amazon web services,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Google Cloud Platform,google cloud platform,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Google Cloud,google cloud,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Computer Science,computer science,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Military,military,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Energy,energy,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Sales,sales,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Cyber Security,cyber security,skills
dice_efc6d56d-2fee-40c5-b410-ed59af0de2aa,Palo Alto,palo alto,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,SaaS,saas,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Data Analysis,data analysis,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Health Care,health care,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Innovation,innovation,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Collaboration,collaboration,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,User Experience,user experience,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Cloud Computing,cloud computing,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Continuous Improvement,continuous improvement,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,IT Management,it management,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Mentorship,mentorship,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Computer Science,computer science,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Information Technology,information technology,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Python,python,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Django,django,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Node.js,node.js,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Vue.js,vue.js,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Amazon Web Services,amazon web services,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Cloud Architecture,cloud architecture,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Object-Oriented Programming,object-oriented programming,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Continuous Integration and Development,continuous integration and development,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Continuous Integration,continuous integration,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Continuous Delivery,continuous delivery,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Communication,communication,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Attention To Detail,attention to detail,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Software Development,software development,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Conflict Resolution,conflict resolution,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Problem Solving,problem solving,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Genetics,genetics,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Authorization,authorization,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Law,law,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,LOS,los,skills
dice_ecb0da16-8b79-4459-b5e0-1a0bdd2f4165,Recruiting,recruiting,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,Mentorship,mentorship,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,Customer Service,customer service,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,Curriculum,curriculum,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,Technical Training,technical training,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,Collaboration,collaboration,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,Interviewing,interviewing,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,Repair,repair,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,Teaching,teaching,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,Communication,communication,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,Leadership,leadership,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,Coaching,coaching,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,Customer Engagement,customer engagement,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,Microsoft Office,microsoft office,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,Microsoft PowerPoint,microsoft powerpoint,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,Microsoft Excel,microsoft excel,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,Presentations,presentations,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,Training,training,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,Demonstrations,demonstrations,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,Insurance,insurance,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,Professional Development,professional development,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,HVAC,hvac,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,Fetch,fetch,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,Electrical Engineering,electrical engineering,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,Adobe AIR,adobe air,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,LOS,los,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,Recruiting,recruiting,skills
dice_b7ffb119-363b-49d1-bf1a-72e925b102c7,Privacy,privacy,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Immigration,immigration,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,SAFE,safe,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,FOCUS,focus,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Product Support,product support,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Attention To Detail,attention to detail,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Logistics,logistics,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Technical Support,technical support,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Collaboration,collaboration,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Cryptography,cryptography,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Material Safety Data Sheet,material safety data sheet,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,WMI,wmi,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Research,research,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,FMS,fms,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Customer Support,customer support,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,ADA,ada,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Policies and Procedures,policies and procedures,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,UEFI,uefi,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Computer Hardware,computer hardware,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Interfaces,interfaces,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,USB,usb,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Total Productive Maintenance,total productive maintenance,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,TPM,tpm,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Network,network,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,BIOS,bios,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Regulatory Compliance,regulatory compliance,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Hardening,hardening,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Cyber Security,cyber security,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Management,management,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Microsoft,microsoft,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Group Policy,group policy,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Data Management,data management,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,PDM,pdm,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Microsoft Office,microsoft office,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Communication,communication,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Documentation,documentation,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Security+,security+,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Linux,linux,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Unix,unix,skills
dice_2f650ae7-c53f-4639-9c62-10af29e2099a,Microsoft Windows,microsoft windows,skills
