job_uid,skill_raw,skill_normalized,skill_source
dice_11fcc4a5-8234-4d8c-a1f9-3f84d919357a,Microsoft Dynamics 365,microsoft dynamics 365,skills
dice_11fcc4a5-8234-4d8c-a1f9-3f84d919357a,Dynamics 365 CE,dynamics 365 ce,skills
dice_11fcc4a5-8234-4d8c-a1f9-3f84d919357a,Copilot,copilot,skills
dice_11fcc4a5-8234-4d8c-a1f9-3f84d919357a,Power Apps,power apps,skills
dice_11fcc4a5-8234-4d8c-a1f9-3f84d919357a,Power BI,power bi,skills
dice_756537ba-df07-476c-b0f9-15b55de1930e,Data Collection,data collection,skills
dice_756537ba-df07-476c-b0f9-15b55de1930e,Business Process,business process,skills
dice_756537ba-df07-476c-b0f9-15b55de1930e,Testing,testing,skills
dice_756537ba-df07-476c-b0f9-15b55de1930e,Project Coordination,project coordination,skills
dice_756537ba-df07-476c-b0f9-15b55de1930e,Business Analysis,business analysis,skills
dice_756537ba-df07-476c-b0f9-15b55de1930e,Business Analytics,business analytics,skills
dice_756537ba-df07-476c-b0f9-15b55de1930e,Software Development Methodology,software development methodology,skills
dice_756537ba-df07-476c-b0f9-15b55de1930e,Agile,agile,skills
dice_756537ba-df07-476c-b0f9-15b55de1930e,Scrum,scrum,skills
dice_756537ba-df07-476c-b0f9-15b55de1930e,Microsoft Excel,microsoft excel,skills
dice_756537ba-df07-476c-b0f9-15b55de1930e,Microsoft PowerPoint,microsoft powerpoint,skills
dice_756537ba-df07-476c-b0f9-15b55de1930e,Documentation,documentation,skills
dice_756537ba-df07-476c-b0f9-15b55de1930e,Communication,communication,skills
dice_756537ba-df07-476c-b0f9-15b55de1930e,Presentations,presentations,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Emerging Technologies,emerging technologies,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Mentorship,mentorship,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Collaboration,collaboration,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Programming Languages,programming languages,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,HTML,html,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Cascading Style Sheets,cascading style sheets,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,RDBMS,rdbms,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,NoSQL,nosql,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Database,database,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Orchestration,orchestration,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Docker,docker,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Kubernetes,kubernetes,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Software Engineering,software engineering,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,JavaScript,javascript,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Java,java,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,TypeScript,typescript,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,SQL,sql,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Python,python,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Amazon Web Services,amazon web services,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Google Cloud,google cloud,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Google Cloud Platform,google cloud platform,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Microsoft Azure,microsoft azure,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Cloud Computing,cloud computing,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Open Source,open source,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Agile,agile,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Employment Authorization,employment authorization,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Elasticsearch,elasticsearch,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Management,management,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Immigration,immigration,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,SAP BASIS,sap basis,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Law,law,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Screening,screening,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Technical Support,technical support,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Recruiting,recruiting,skills
dice_18b96499-c752-4e80-b9b2-71ffff3e2136,Finance,finance,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,CPU,cpu,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Shell,shell,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Scripting,scripting,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Scheduling,scheduling,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,CA Workload Automation AE,ca workload automation ae,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,BMC Control-M,bmc control-m,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,cron,cron,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Dashboard,dashboard,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Physical Data Model,physical data model,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Database Security,database security,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Backup,backup,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Replication,replication,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Communication,communication,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Application Development,application development,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Database,database,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Auditing,auditing,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Sarbanes-Oxley,sarbanes-oxley,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Finance,finance,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Mainframe,mainframe,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Database Administration,database administration,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,FOCUS,focus,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Performance Tuning,performance tuning,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,IBM,ibm,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,BMC,bmc,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Recovery,recovery,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,ACF2,acf2,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,RACF,racf,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Endevor,endevor,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,IT Service Management,it service management,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,BMC Remedy,bmc remedy,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,IBM DB2,ibm db2,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,z/OS,z/os,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,JCL,jcl,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,COBOL,cobol,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,SQL,sql,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,IBM Utilities,ibm utilities,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,BMC Utilities,bmc utilities,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,SMF,smf,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Reporting,reporting,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Splunk,splunk,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Python,python,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Collaboration,collaboration,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Spectrum,spectrum,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Life Insurance,life insurance,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Salesforce.com,salesforce.com,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Recruiting,recruiting,skills
dice_e9634901-d705-4736-804c-f3e9297a8090,Leadership,leadership,skills
dice_b7e26915-0a08-48aa-b79a-a2df9686834e,Resource Management,resource management,skills
dice_b7e26915-0a08-48aa-b79a-a2df9686834e,Quality Assurance,quality assurance,skills
dice_b7e26915-0a08-48aa-b79a-a2df9686834e,Change Control,change control,skills
dice_b7e26915-0a08-48aa-b79a-a2df9686834e,Process Improvement,process improvement,skills
dice_b7e26915-0a08-48aa-b79a-a2df9686834e,End-user Training,end-user training,skills
dice_b7e26915-0a08-48aa-b79a-a2df9686834e,Communication,communication,skills
dice_b7e26915-0a08-48aa-b79a-a2df9686834e,IT Management,it management,skills
dice_b7e26915-0a08-48aa-b79a-a2df9686834e,Information Technology,information technology,skills
dice_b7e26915-0a08-48aa-b79a-a2df9686834e,Business Cases,business cases,skills
dice_b7e26915-0a08-48aa-b79a-a2df9686834e,Quality Improvement,quality improvement,skills
dice_b7e26915-0a08-48aa-b79a-a2df9686834e,SAP BASIS,sap basis,skills
dice_b7e26915-0a08-48aa-b79a-a2df9686834e,Law,law,skills
dice_b7e26915-0a08-48aa-b79a-a2df9686834e,IT Service Management,it service management,skills
dice_b7e26915-0a08-48aa-b79a-a2df9686834e,Innovation,innovation,skills
dice_b7e26915-0a08-48aa-b79a-a2df9686834e,Collaboration,collaboration,skills
dice_b7e26915-0a08-48aa-b79a-a2df9686834e,Recruiting,recruiting,skills
dice_b7e26915-0a08-48aa-b79a-a2df9686834e,Insurance,insurance,skills
dice_b7e26915-0a08-48aa-b79a-a2df9686834e,Finance,finance,skills
dice_b7e26915-0a08-48aa-b79a-a2df9686834e,Professional Development,professional development,skills
dice_b7e26915-0a08-48aa-b79a-a2df9686834e,Training,training,skills
dice_b7e26915-0a08-48aa-b79a-a2df9686834e,Leadership,leadership,skills
dice_b7e26915-0a08-48aa-b79a-a2df9686834e,CompTIA,comptia,skills
dice_b7e26915-0a08-48aa-b79a-a2df9686834e,Customer Service,customer service,skills
dice_b7e26915-0a08-48aa-b79a-a2df9686834e,Career Counseling,career counseling,skills
dice_b7e26915-0a08-48aa-b79a-a2df9686834e,Apex,apex,skills
dice_b7e26915-0a08-48aa-b79a-a2df9686834e,Oracle Application Express,oracle application express,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,Data Centers,data centers,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,Operational Excellence,operational excellence,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,Energy,energy,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,Power Management,power management,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,Value Engineering,value engineering,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,IT Project Management,it project management,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,Request For Proposal,request for proposal,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,Project Scoping,project scoping,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,Budget,budget,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,Documentation,documentation,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,Construction Administration,construction administration,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,UPS,ups,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,HVAC,hvac,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,Management,management,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,Customer Relationship Management (CRM),customer relationship management (crm),skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,Business Development,business development,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,Network,network,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,Electrical Engineering,electrical engineering,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,Scheduling,scheduling,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,Communication,communication,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,Leadership,leadership,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,Project Management,project management,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,Mechanical Engineering,mechanical engineering,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,Electrical Systems,electrical systems,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,Microsoft Excel,microsoft excel,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,AutoCAD,autocad,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,Genetics,genetics,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,Authorization,authorization,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,Law,law,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,LOS,los,skills
dice_a7eee09a-eb3c-4f64-9796-0bef37c6df85,Recruiting,recruiting,skills
dice_d4534d22-2f2e-4711-b01f-c03fc635824c,Collaboration,collaboration,skills
dice_d4534d22-2f2e-4711-b01f-c03fc635824c,Productivity,productivity,skills
dice_d4534d22-2f2e-4711-b01f-c03fc635824c,User Experience,user experience,skills
dice_d4534d22-2f2e-4711-b01f-c03fc635824c,Customer Relationship Management (CRM),customer relationship management (crm),skills
dice_d4534d22-2f2e-4711-b01f-c03fc635824c,Management,management,skills
dice_d4534d22-2f2e-4711-b01f-c03fc635824c,Software Packaging,software packaging,skills
dice_d4534d22-2f2e-4711-b01f-c03fc635824c,Group Policy,group policy,skills
dice_d4534d22-2f2e-4711-b01f-c03fc635824c,Encryption,encryption,skills
dice_d4534d22-2f2e-4711-b01f-c03fc635824c,Software Architecture,software architecture,skills
dice_d4534d22-2f2e-4711-b01f-c03fc635824c,Policy Administration,policy administration,skills
dice_d4534d22-2f2e-4711-b01f-c03fc635824c,Windows PowerShell,windows powershell,skills
dice_d4534d22-2f2e-4711-b01f-c03fc635824c,Communication,communication,skills
dice_d4534d22-2f2e-4711-b01f-c03fc635824c,Conflict Resolution,conflict resolution,skills
dice_d4534d22-2f2e-4711-b01f-c03fc635824c,Problem Solving,problem solving,skills
dice_d4534d22-2f2e-4711-b01f-c03fc635824c,Microsoft Windows,microsoft windows,skills
dice_d4534d22-2f2e-4711-b01f-c03fc635824c,OS X,os x,skills
dice_d4534d22-2f2e-4711-b01f-c03fc635824c,Virtualization,virtualization,skills
dice_d4534d22-2f2e-4711-b01f-c03fc635824c,Cloud Computing,cloud computing,skills
dice_d4534d22-2f2e-4711-b01f-c03fc635824c,Scripting,scripting,skills
dice_d4534d22-2f2e-4711-b01f-c03fc635824c,Remote Support,remote support,skills
dice_d4534d22-2f2e-4711-b01f-c03fc635824c,Network Design,network design,skills
dice_d4534d22-2f2e-4711-b01f-c03fc635824c,Authorization,authorization,skills
dice_d4534d22-2f2e-4711-b01f-c03fc635824c,Artificial Intelligence,artificial intelligence,skills
dice_d4534d22-2f2e-4711-b01f-c03fc635824c,Privacy,privacy,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Health Care,health care,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,J2EE,j2ee,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Use Cases,use cases,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Continuous Integration,continuous integration,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Continuous Delivery,continuous delivery,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Software Engineering,software engineering,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Version Control,version control,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Testing,testing,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Collaboration,collaboration,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Problem Solving,problem solving,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Root Cause Analysis,root cause analysis,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Product Management,product management,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,KPI,kpi,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Real-time,real-time,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Streaming,streaming,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Database,database,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Analytics,analytics,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Risk Assessment,risk assessment,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Auditing,auditing,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Software Development,software development,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Amazon Web Services,amazon web services,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Google Cloud Platform,google cloud platform,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Google Cloud,google cloud,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Microsoft Azure,microsoft azure,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Kubernetes,kubernetes,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Programming Languages,programming languages,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Java,java,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Spring Framework,spring framework,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Caching,caching,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Apache Kafka,apache kafka,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,SQL,sql,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Microservices,microservices,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Web Services,web services,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Cloud Computing,cloud computing,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,HIPAA,hipaa,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Build Automation,build automation,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Apache Maven,apache maven,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Gradle,gradle,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Jenkins,jenkins,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Object-Oriented Programming,object-oriented programming,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Apache Cassandra,apache cassandra,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,PostgreSQL,postgresql,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Test-driven Development,test-driven development,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Automated Testing,automated testing,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Scrum,scrum,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Agile,agile,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Performance Tuning,performance tuning,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Code Optimization,code optimization,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Analytical Skill,analytical skill,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Management,management,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Finance,finance,skills
dice_5dda8f47-4a3b-43cb-8caf-ed0b86ade785,Coaching,coaching,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Emerging Technologies,emerging technologies,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Machine Learning (ML),machine learning (ml),skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Microservices,microservices,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Programming Languages,programming languages,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Open Source,open source,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,RDBMS,rdbms,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Database,database,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Mentorship,mentorship,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Collaboration,collaboration,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Big Data,big data,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Application Development,application development,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Python,python,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,SQL,sql,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Scala,scala,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Java,java,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Cloud Computing,cloud computing,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Amazon Web Services,amazon web services,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Microsoft Azure,microsoft azure,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Google Cloud,google cloud,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Google Cloud Platform,google cloud platform,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,MapReduce,mapreduce,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Apache Hadoop,apache hadoop,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Apache Hive,apache hive,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Electronic Health Record (EHR),electronic health record (ehr),skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Apache Kafka,apache kafka,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Apache Spark,apache spark,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,MySQL,mysql,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Real-time,real-time,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Streaming,streaming,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,NoSQL,nosql,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,MongoDB,mongodb,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Apache Cassandra,apache cassandra,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Data Warehouse,data warehouse,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Amazon Redshift,amazon redshift,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Snow Flake Schema,snow flake schema,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Unix,unix,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Linux,linux,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Shell Scripting,shell scripting,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Agile,agile,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Immigration,immigration,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Employment Authorization,employment authorization,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Elasticsearch,elasticsearch,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Management,management,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Regulatory Compliance,regulatory compliance,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Law,law,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Screening,screening,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Technical Support,technical support,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Recruiting,recruiting,skills
dice_3ee17ccd-b132-4147-acca-f45ddd08a83b,Finance,finance,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Operational Excellence,operational excellence,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Milling,milling,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Relationship Development,relationship development,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,FOCUS,focus,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Manufacturing,manufacturing,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Mentorship,mentorship,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Embedded Systems,embedded systems,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Business Transformation,business transformation,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Six Sigma,six sigma,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Management,management,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Data Collection,data collection,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Analytics,analytics,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Collaboration,collaboration,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Process Improvement,process improvement,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Decision-making,decision-making,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Lean Methodology,lean methodology,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Facilitation,facilitation,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Problem Solving,problem solving,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Conflict Resolution,conflict resolution,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Analytical Skill,analytical skill,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Communication,communication,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Presentations,presentations,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Microsoft Excel,microsoft excel,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Minitab,minitab,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Microsoft PowerPoint,microsoft powerpoint,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Project Management,project management,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Business Acumen,business acumen,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Lean Six Sigma,lean six sigma,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Training,training,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Continuous Improvement,continuous improvement,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Continuous Integration,continuous integration,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Health Care,health care,skills
dice_677ec927-a6a8-4a26-9862-b00dd878fb4b,Training And Development,training and development,skills
dice_ba4a6af4-47b6-4d9e-8ed5-49ceaca2cba2,Network Operations,network operations,skills
dice_ba4a6af4-47b6-4d9e-8ed5-49ceaca2cba2,Network Design,network design,skills
dice_ba4a6af4-47b6-4d9e-8ed5-49ceaca2cba2,Data Collection,data collection,skills
dice_ba4a6af4-47b6-4d9e-8ed5-49ceaca2cba2,Technical Analysis,technical analysis,skills
dice_ba4a6af4-47b6-4d9e-8ed5-49ceaca2cba2,Customer Service,customer service,skills
